"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"MYOC",121.567448362763,1.99843289991423,0.72696275226234,2.74901691138235,0.00597743021322917,0.0200099537787666,"Yes","Upregulated"
"TUBG2",187.69736836131,-1.2129740555044,0.213956395702952,-5.66925822207455,1.43417078495076e-08,7.18497428769263e-07,"Yes","Downregulated"
"DNAH5",180.389104324939,-1.10656462706173,0.35466308151819,-3.12004458520157,0.00180823668219345,0.00763079255035764,"Yes","Downregulated"
"BEST2",23.4663805637633,-1.156185499415,0.194447424005153,-5.94600574078248,2.74764514425753e-09,1.95656132772385e-07,"Yes","Downregulated"
"RTN4R",155.56454793392,1.24783630864715,0.21178397417525,5.89202423604806,3.81493206560357e-09,2.52947976490047e-07,"Yes","Upregulated"
"RAB27B",13.4020144756526,1.32413649569509,0.512929904236931,2.58151549511423,0.00983675754180429,0.02981190242269,"Yes","Upregulated"
"TNC",2534.25726391825,-1.03070558413292,0.242161111225512,-4.25628037019156,2.07856025252017e-05,0.000200827560295579,"Yes","Downregulated"
"C2orf83",6.3266573147733,-1.31567323055288,0.301959291742255,-4.35712119657477,1.31784303362172e-05,0.000139309333425576,"Yes","Downregulated"
"CAPG",12638.9527009105,1.09941441145205,0.200883009687669,5.47290889937086,4.42707727265998e-08,1.66125615416185e-06,"Yes","Upregulated"
"DSG2",3.066133665142,-1.21603542861303,0.456497206275651,-2.66383980426541,0.0077254342745339,0.0245527903221744,"Yes","Downregulated"
"TNFRSF17",21.4031294788436,1.22375779689887,0.443733140197464,2.75786883160065,0.0058179538051367,0.0195883508725332,"Yes","Upregulated"
